     Index       y_measurement           y_fitting        descriptor_1
       297    0.5230000000E+03    0.4791332589E+03    0.5940000000E+04
       298    0.5370000000E+03    0.4434363428E+03    0.5040000000E+04
       299    0.5360000000E+03    0.4862726421E+03    0.6120000000E+04
       300    0.5030000000E+03    0.4577151092E+03    0.5400000000E+04
       301    0.5400000000E+03    0.4719938756E+03    0.5760000000E+04
       302    0.4900000000E+03    0.4339171652E+03    0.4800000000E+04
       303    0.4770000000E+03    0.4339171652E+03    0.4800000000E+04
       304    0.4830000000E+03    0.4339171652E+03    0.4800000000E+04
       305    0.5030000000E+03    0.4517656232E+03    0.5250000000E+04
       306    0.4710000000E+03    0.4279676792E+03    0.4650000000E+04
       307    0.4760000000E+03    0.4398666512E+03    0.4950000000E+04
       308    0.5020000000E+03    0.4101192212E+03    0.4200000000E+04
       309    0.4960000000E+03    0.4458161372E+03    0.5100000000E+04
       310    0.4710000000E+03    0.4220181932E+03    0.4500000000E+04
       311    0.4970000000E+03    0.4339171652E+03    0.4800000000E+04
       312    0.5910000000E+03    0.5126883599E+03    0.6786000000E+04
       313    0.5900000000E+03    0.5195897637E+03    0.6960000000E+04
       314    0.6060000000E+03    0.5195897637E+03    0.6960000000E+04
       315    0.5840000000E+03    0.5195897637E+03    0.6960000000E+04
       316    0.6040000000E+03    0.5057869562E+03    0.6612000000E+04
       317    0.5910000000E+03    0.5195897637E+03    0.6960000000E+04
       318    0.5880000000E+03    0.5333925712E+03    0.7308000000E+04
       319    0.5880000000E+03    0.5057869562E+03    0.6612000000E+04
       320    0.5500000000E+03    0.5264911675E+03    0.7134000000E+04
       321    0.6090000000E+03    0.5126883599E+03    0.6786000000E+04
       322    0.6040000000E+03    0.5057869562E+03    0.6612000000E+04
       323    0.6190000000E+03    0.5333925712E+03    0.7308000000E+04
       324    0.6430000000E+03    0.4988855524E+03    0.6438000000E+04
       325    0.5690000000E+03    0.5402939750E+03    0.7482000000E+04
       326    0.5510000000E+03    0.4662823691E+03    0.5616000000E+04
       327    0.5430000000E+03    0.4719938756E+03    0.5760000000E+04
       328    0.5430000000E+03    0.4719938756E+03    0.5760000000E+04
       329    0.5240000000E+03    0.4719938756E+03    0.5760000000E+04
       330    0.5710000000E+03    0.4605708625E+03    0.5472000000E+04
       331    0.5420000000E+03    0.4719938756E+03    0.5760000000E+04
       332    0.5310000000E+03    0.4834168888E+03    0.6048000000E+04
       333    0.5310000000E+03    0.4605708625E+03    0.5472000000E+04
       334    0.5120000000E+03    0.4777053822E+03    0.5904000000E+04
       335    0.5630000000E+03    0.4662823691E+03    0.5616000000E+04
       336    0.5500000000E+03    0.4605708625E+03    0.5472000000E+04
       337    0.5830000000E+03    0.4834168888E+03    0.6048000000E+04
       338    0.5830000000E+03    0.4548593560E+03    0.5328000000E+04
       339    0.5500000000E+03    0.4891283953E+03    0.6192000000E+04
       340    0.4820000000E+03    0.4198763782E+03    0.4446000000E+04
       341    0.4820000000E+03    0.4243979876E+03    0.4560000000E+04
       342    0.4900000000E+03    0.4243979876E+03    0.4560000000E+04
       343    0.4760000000E+03    0.4243979876E+03    0.4560000000E+04
       344    0.4830000000E+03    0.4153547689E+03    0.4332000000E+04
       345    0.4800000000E+03    0.4243979876E+03    0.4560000000E+04
       346    0.4910000000E+03    0.4334412063E+03    0.4788000000E+04
       347    0.4710000000E+03    0.4153547689E+03    0.4332000000E+04
       348    0.4690000000E+03    0.4289195970E+03    0.4674000000E+04
       349    0.4900000000E+03    0.4198763782E+03    0.4446000000E+04
       350    0.4830000000E+03    0.4153547689E+03    0.4332000000E+04
       351    0.4980000000E+03    0.4334412063E+03    0.4788000000E+04
       352    0.4910000000E+03    0.4108331595E+03    0.4218000000E+04
       353    0.4630000000E+03    0.4379628157E+03    0.4902000000E+04
       354    0.6000000000E+03    0.5678995901E+03    0.8178000000E+04
       355    0.6150000000E+03    0.5678995901E+03    0.8178000000E+04
       356    0.6070000000E+03    0.5471953788E+03    0.7656000000E+04
       357    0.5960000000E+03    0.5540967825E+03    0.7830000000E+04
       358    0.6180000000E+03    0.5748009938E+03    0.8352000000E+04
       359    0.5850000000E+03    0.5817023976E+03    0.8526000000E+04
       360    0.5510000000E+03    0.5119744216E+03    0.6768000000E+04
       361    0.5560000000E+03    0.5119744216E+03    0.6768000000E+04
       362    0.5500000000E+03    0.4948399019E+03    0.6336000000E+04
       363    0.5370000000E+03    0.5005514085E+03    0.6480000000E+04
       364    0.5430000000E+03    0.5176859282E+03    0.6912000000E+04
       365    0.5430000000E+03    0.5233974347E+03    0.7056000000E+04
       366    0.4710000000E+03    0.4560492532E+03    0.5358000000E+04
       367    0.4760000000E+03    0.4560492532E+03    0.5358000000E+04
       368    0.4820000000E+03    0.4424844251E+03    0.5016000000E+04
       369    0.4770000000E+03    0.4470060344E+03    0.5130000000E+04
       370    0.4910000000E+03    0.4605708625E+03    0.5472000000E+04
       371    0.4790000000E+03    0.4650924719E+03    0.5586000000E+04
       372    0.7810000000E+03    0.8361024192E+03    0.1494000000E+05
       373    0.6980000000E+03    0.8262262724E+03    0.1469100000E+05
       374    0.9060000000E+03    0.8459785660E+03    0.1518900000E+05
       375    0.7400000000E+03    0.7361510543E+03    0.1242000000E+05
       376    0.6780000000E+03    0.7279407636E+03    0.1221300000E+05
       377    0.7700000000E+03    0.7443613450E+03    0.1262700000E+05
       378    0.7940000000E+03    0.8604953118E+03    0.1555500000E+05
       379    0.8550000000E+03    0.8807235642E+03    0.1606500000E+05
       380    0.7680000000E+03    0.8706094380E+03    0.1581000000E+05
       381    0.7450000000E+03    0.7588780908E+03    0.1299300000E+05
       382    0.7070000000E+03    0.7757746311E+03    0.1341900000E+05
       383    0.7180000000E+03    0.7673263610E+03    0.1320600000E+05
