     Index       y_measurement           y_fitting        descriptor_1
       220    0.4960000000E+03    0.4904311363E+03    0.6066601753E+04
       221    0.5010000000E+03    0.4912060505E+03    0.6090418605E+04
       222    0.5170000000E+03    0.4950471649E+03    0.6208474576E+04
       223    0.5230000000E+03    0.4912675146E+03    0.6092307692E+04
       224    0.5160000000E+03    0.5172491107E+03    0.6890847458E+04
       225    0.4860000000E+03    0.5070473224E+03    0.6577297297E+04
       226    0.4270000000E+03    0.5183021254E+03    0.6923211679E+04
       227    0.5100000000E+03    0.5170756847E+03    0.6885517241E+04
       228    0.4510000000E+03    0.4993683164E+03    0.6341284404E+04
       229    0.4250000000E+03    0.5401853746E+03    0.7595789474E+04
       230    0.4320000000E+03    0.5138695333E+03    0.6786976744E+04
       231    0.4820000000E+03    0.4715311588E+03    0.5485714286E+04
       232    0.4350000000E+03    0.4736095931E+03    0.5549594595E+04
       233    0.4060000000E+03    0.4831058331E+03    0.5841459854E+04
       234    0.4700000000E+03    0.4820710238E+03    0.5809655172E+04
       235    0.4380000000E+03    0.4671304317E+03    0.5350458716E+04
       236    0.4040000000E+03    0.5015698245E+03    0.6408947368E+04
       237    0.4060000000E+03    0.4793658335E+03    0.5726511628E+04
       238    0.4430000000E+03    0.4436428301E+03    0.4628571429E+04
       239    0.3970000000E+03    0.4401718637E+03    0.4521891892E+04
       240    0.3850000000E+03    0.4479095408E+03    0.4759708029E+04
       241    0.4250000000E+03    0.4470663628E+03    0.4733793103E+04
       242    0.3960000000E+03    0.4348925471E+03    0.4359633028E+04
       243    0.3800000000E+03    0.4629542746E+03    0.5222105263E+04
       244    0.3630000000E+03    0.4448621337E+03    0.4666046512E+04
       245    0.3980000000E+03    0.4157545012E+03    0.3771428571E+04
       246    0.5050000000E+03    0.5405679275E+03    0.7607547170E+04
       247    0.5360000000E+03    0.5517173344E+03    0.7950222222E+04
       248    0.4840000000E+03    0.5262666521E+03    0.7168000000E+04
       249    0.4950000000E+03    0.5253556334E+03    0.7140000000E+04
       250    0.5510000000E+03    0.5195552623E+03    0.6961726619E+04
       251    0.4770000000E+03    0.5557695501E+03    0.8074766355E+04
       252    0.5300000000E+03    0.5356919287E+03    0.7457684211E+04
       253    0.5160000000E+03    0.4715311588E+03    0.5485714286E+04
       254    0.4450000000E+03    0.5285643940E+03    0.7238620690E+04
       255    0.5510000000E+03    0.5718292440E+03    0.8568358209E+04
       256    0.5100000000E+03    0.5396056263E+03    0.7577971014E+04
       257    0.4430000000E+03    0.5180217567E+03    0.6914594595E+04
       258    0.4490000000E+03    0.5018926036E+03    0.6418867925E+04
       259    0.5020000000E+03    0.5112999157E+03    0.6708000000E+04
       260    0.4510000000E+03    0.4898259025E+03    0.6048000000E+04
       261    0.4590000000E+03    0.4890572305E+03    0.6024375000E+04
       262    0.4970000000E+03    0.4841631673E+03    0.5873956835E+04
       263    0.4510000000E+03    0.5147189727E+03    0.6813084112E+04
       264    0.4970000000E+03    0.4977784797E+03    0.6292421053E+04
       265    0.4610000000E+03    0.4436428301E+03    0.4628571429E+04
       266    0.3990000000E+03    0.4917646222E+03    0.6107586207E+04
       267    0.5020000000E+03    0.5282693394E+03    0.7229552239E+04
       268    0.4900000000E+03    0.5010806620E+03    0.6393913043E+04
       269    0.4240000000E+03    0.4828692720E+03    0.5834189189E+04
       270    0.4110000000E+03    0.4632172797E+03    0.5230188679E+04
       271    0.4480000000E+03    0.4708824970E+03    0.5465777778E+04
       272    0.4040000000E+03    0.4533851529E+03    0.4928000000E+04
       273    0.4110000000E+03    0.4527588275E+03    0.4908750000E+04
       274    0.4380000000E+03    0.4487710724E+03    0.4786187050E+04
       275    0.4100000000E+03    0.4736683952E+03    0.5551401869E+04
       276    0.4500000000E+03    0.4598650306E+03    0.5127157895E+04
       277    0.4100000000E+03    0.4157545012E+03    0.3771428571E+04
       278    0.3830000000E+03    0.4549648504E+03    0.4976551724E+04
       279    0.4600000000E+03    0.4847094348E+03    0.5890746269E+04
       280    0.4420000000E+03    0.4625556976E+03    0.5209855072E+04
       281    0.3990000000E+03    0.4477167873E+03    0.4753783784E+04
       282    0.5630000000E+03    0.5101021356E+03    0.6671186441E+04
       283    0.5300000000E+03    0.5086536232E+03    0.6626666667E+04
       284    0.5700000000E+03    0.5105304345E+03    0.6684350133E+04
       285    0.5780000000E+03    0.5313848840E+03    0.7325307951E+04
       286    0.5370000000E+03    0.5001896818E+03    0.6366528926E+04
       287    0.5690000000E+03    0.5168851444E+03    0.6879661017E+04
       288    0.5760000000E+03    0.4824009443E+03    0.5819795222E+04
       289    0.5490000000E+03    0.5228929856E+03    0.7064310954E+04
       290    0.5220000000E+03    0.4960203845E+03    0.6238386308E+04
       291    0.5700000000E+03    0.5091642926E+03    0.6642362003E+04
       292    0.5100000000E+03    0.4790940954E+03    0.5718159806E+04
       293    0.5100000000E+03    0.4778525134E+03    0.5680000000E+04
       294    0.5170000000E+03    0.4794612088E+03    0.5729442971E+04
       295    0.5400000000E+03    0.4973364512E+03    0.6278835386E+04
       296    0.5180000000E+03    0.4705977065E+03    0.5457024793E+04
       297    0.5230000000E+03    0.4849081030E+03    0.5896852300E+04
       298    0.5370000000E+03    0.4553502172E+03    0.4988395904E+04
       299    0.5360000000E+03    0.4900576811E+03    0.6055123675E+04
       300    0.5030000000E+03    0.4670240231E+03    0.5347188264E+04
       301    0.5400000000E+03    0.4782902300E+03    0.5693453145E+04
       302    0.4900000000E+03    0.4480860553E+03    0.4765133172E+04
       303    0.4770000000E+03    0.4470514036E+03    0.4733333333E+04
       304    0.4830000000E+03    0.4483919831E+03    0.4774535809E+04
       305    0.5030000000E+03    0.4632880184E+03    0.5232362822E+04
       306    0.4710000000E+03    0.4410057312E+03    0.4547520661E+04
       307    0.4760000000E+03    0.4529310616E+03    0.4914043584E+04
       308    0.5020000000E+03    0.4282994901E+03    0.4156996587E+04
       309    0.4960000000E+03    0.4572223767E+03    0.5045936396E+04
       310    0.4710000000E+03    0.4380276616E+03    0.4455990220E+04
       311    0.4970000000E+03    0.4474161675E+03    0.4744544288E+04
       312    0.5910000000E+03    0.5645113042E+03    0.8343442623E+04
       313    0.5900000000E+03    0.5682295262E+03    0.8457721519E+04
       314    0.6060000000E+03    0.5734832908E+03    0.8619195046E+04
       315    0.5840000000E+03    0.5660305699E+03    0.8390136986E+04
       316    0.6040000000E+03    0.5679193316E+03    0.8448187744E+04
       317    0.5910000000E+03    0.5761123918E+03    0.8700000000E+04
       318    0.5880000000E+03    0.5938276078E+03    0.9244474035E+04
       319    0.5880000000E+03    0.5530937943E+03    0.7992527473E+04
       320    0.5500000000E+03    0.5901524920E+03    0.9131520000E+04
       321    0.6090000000E+03    0.5713549710E+03    0.8553781513E+04
       322    0.6040000000E+03    0.5605210264E+03    0.8220802139E+04
       323    0.6190000000E+03    0.5957697902E+03    0.9304166667E+04
       324    0.6430000000E+03    0.5554578664E+03    0.8065186813E+04
       325    0.5690000000E+03    0.5894951937E+03    0.9111318052E+04
       326    0.5510000000E+03    0.5177069163E+03    0.6904918033E+04
       327    0.5430000000E+03    0.5207840656E+03    0.6999493671E+04
       328    0.5430000000E+03    0.5251320087E+03    0.7133126935E+04
       329    0.5240000000E+03    0.5189642397E+03    0.6943561644E+04
       330    0.5710000000E+03    0.5205273529E+03    0.6991603651E+04
       331    0.5420000000E+03    0.5273078164E+03    0.7200000000E+04
       332    0.5310000000E+03    0.5419686849E+03    0.7650599201E+04
       333    0.5310000000E+03    0.5082579426E+03    0.6614505495E+04
